complaint_id,complaint_timestamp,response_timestamp,resolve_timestamp,ticket_status,customer_status,source,brand,purchase_channel,outlet,complaint_type,issue_detail,responsible_area
CMP-0273,2025-05-24 11:03:00,2025-05-24 11:22:00,2025-05-24 11:33:00,SOLVED,Forgiven,App,Bude Sari,App,Pluit,Packaging issue,Kemasan rusak,AM
CMP-0274,2025-05-26 20:17:00,2025-05-26 20:22:00,2025-05-26 21:13:00,EXPIRED,No response,Feedback,Ayam Koplo,Platform,Pamulang,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0275,2025-05-08 20:13:00,2025-05-08 20:22:00,,VALIDATING,Missing proof,Feedback,Dari Pada,Platform,Bintaro,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0276,2025-05-15 13:23:00,2025-05-15 13:30:00,2025-05-15 16:27:00,SOLVED,Misunderstanding clarified,App,Moon Chicken,Take Away,Cibubur,Rasa tidak sesuai,Kurang rasa,Checker
CMP-0277,2025-02-23 18:15:00,2025-02-23 18:27:00,2025-02-23 21:52:00,SOLVED,Refund,App,Bude Sari,Take Away,Pluit,Waktu pengiriman terlalu lama,Driver delay,Checker
CMP-0278,2025-01-10 17:42:00,2025-01-10 18:27:00,2025-01-10 19:10:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Phone,BSD,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0279,2025-05-04 20:49:00,2025-05-04 21:14:00,,VALIDATING,Missing proof,Social Media,Ayam Koplo,Platform,BSD,Order tidak lengkap,Item kurang,Checker
CMP-0280,2025-03-19 20:04:00,2025-03-19 20:13:00,2025-03-19 20:54:00,SOLVED,Refund,Feedback,Ayam Koplo,Platform,Tebet,Packaging issue,Kemasan bocor,AM
CMP-0281,2025-01-02 11:57:00,2025-01-02 12:01:00,2025-01-02 13:07:00,SOLVED,Misunderstanding clarified,App,Ayam Koplo,Platform,Pamulang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0282,2025-03-08 14:41:00,2025-03-08 14:43:00,2025-03-08 16:32:00,EXPIRED,No response,App,Moon Chicken,Take Away,Pamulang,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0283,2025-05-09 17:23:00,2025-05-09 17:28:00,2025-05-09 18:56:00,EXPIRED,No response,App,Ayam Koplo,Phone,Kemang,Tekstur tidak sesuai,Keras,Kitchen
CMP-0284,2025-02-18 21:04:00,2025-02-18 21:12:00,2025-02-18 21:27:00,SOLVED,Forgiven,Whatsapp,Bude Sari,Phone,Bintaro,Tech issue,App error,Tech Team
CMP-0285,2025-05-09 16:13:00,2025-05-09 16:18:00,2025-05-09 18:41:00,SOLVED,Refund,App,Moon Chicken,Platform,Kemang,Produk tidak sesuai dengan order,Menu tertukar,Admin
CMP-0286,2025-02-03 11:41:00,2025-02-03 11:47:00,2025-02-03 12:00:00,SOLVED,Misunderstanding clarified,Social Media,Ayam Koplo,Take Away,Cibubur,Order tidak lengkap,Item kurang,Checker
CMP-0287,2025-03-02 11:34:00,2025-03-02 11:36:00,2025-03-02 13:41:00,SOLVED,Replacement sent,Whatsapp,Ayam Koplo,App,Cibubur,Tekstur tidak sesuai,Keras,Kitchen
CMP-0288,2025-06-09 15:36:00,2025-06-09 15:41:00,2025-06-09 19:31:00,SOLVED,Forgiven,Social Media,Bude Sari,App,Tebet,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0289,2025-01-27 16:46:00,2025-01-27 17:14:00,2025-01-27 17:30:00,SOLVED,Replacement sent,Whatsapp,San Gyu,App,Pluit,Rasa tidak sesuai,Keasinan,QC
CMP-0290,2025-06-21 11:18:00,2025-06-21 11:23:00,2025-06-21 13:48:00,SOLVED,Replacement sent,App,Moon Chicken,Phone,Cikini,Rasa tidak sesuai,Kurang rasa,QC
CMP-0291,2025-05-22 10:59:00,2025-05-22 11:04:00,2025-05-22 15:17:00,SOLVED,Refund,Feedback,San Gyu,App,BSD,Rasa tidak sesuai,Basi,QC
CMP-0292,2025-05-12 14:46:00,2025-05-12 14:49:00,2025-05-12 21:27:00,SOLVED,Replacement sent,Feedback,Moon Chicken,App,Pamulang,Porsi tidak sesuai,Porsi terlalu sedikit,Driver
CMP-0293,2025-01-03 13:20:00,2025-01-03 13:33:00,2025-01-03 14:12:00,SOLVED,Forgiven,App,Moon Chicken,Take Away,Cikini,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0294,2025-02-28 09:12:00,2025-02-28 09:53:00,2025-02-28 09:53:00,SOLVED,Misunderstanding clarified,Whatsapp,Dari Pada,App,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0295,2025-03-28 20:26:00,2025-03-28 20:47:00,2025-03-29 03:23:00,SOLVED,Refund,Social Media,San Gyu,App,Pluit,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0296,2025-01-26 11:01:00,2025-01-26 11:12:00,2025-01-26 12:07:00,EXPIRED,No response,App,Moon Chicken,Take Away,Kemang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0297,2025-06-11 18:50:00,2025-06-11 18:59:00,2025-06-11 21:32:00,SOLVED,Forgiven,Social Media,San Gyu,Take Away,Cikini,Tech issue,Pembayaran gagal,Tech Team
CMP-0298,2025-06-20 12:52:00,2025-06-20 13:04:00,2025-06-20 13:56:00,SOLVED,Refund,Social Media,Ayam Koplo,Platform,Cikini,Porsi tidak sesuai,Ukuran tidak sesuai,Cashier
CMP-0299,2025-05-15 13:57:00,2025-05-15 14:08:00,2025-05-15 15:29:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,App,Bintaro,Produk tidak sesuai dengan order,Varian salah,Cashier
CMP-0300,2025-05-06 18:19:00,2025-05-06 18:27:00,,HANDLING,In progress,App,Ayam Koplo,App,BSD,Order tidak lengkap,Minuman tidak ada,QC
CMP-0301,2025-05-11 16:53:00,2025-05-11 17:11:00,2025-05-11 17:47:00,SOLVED,Misunderstanding clarified,App,Dari Pada,App,Bintaro,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0302,2025-05-12 19:43:00,2025-05-12 19:57:00,2025-05-12 22:52:00,SOLVED,Refund,Whatsapp,Moon Chicken,Take Away,Tebet,Tech issue,App error,Tech Team
CMP-0303,2025-02-21 18:59:00,2025-02-21 19:20:00,2025-02-22 00:04:00,SOLVED,Forgiven,Social Media,Bude Sari,Phone,Bintaro,Rasa tidak sesuai,Kurang rasa,QC
CMP-0304,2025-05-20 14:44:00,2025-05-20 15:00:00,2025-05-20 15:47:00,SOLVED,Forgiven,App,Ayam Koplo,App,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0305,2025-05-31 14:23:00,2025-05-31 14:30:00,,HANDLING,In progress,App,Dari Pada,Phone,Pamulang,Rasa tidak sesuai,Basi,QC
CMP-0306,2025-05-01 19:06:00,2025-05-01 19:12:00,2025-05-02 00:57:00,SOLVED,Forgiven,App,Dari Pada,Platform,Pluit,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0307,2025-05-27 18:21:00,2025-05-27 18:23:00,2025-05-27 21:00:00,SOLVED,Forgiven,Social Media,Moon Chicken,Phone,Cibubur,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0308,2025-06-23 12:44:00,2025-06-23 12:49:00,,HANDLING,In progress,App,Ayam Koplo,Take Away,BSD,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0309,2025-03-25 19:54:00,2025-03-25 20:05:00,2025-03-26 00:21:00,SOLVED,Misunderstanding clarified,Social Media,Moon Chicken,Phone,Cikini,Tech issue,Pembayaran gagal,Cashier
CMP-0310,2025-06-26 15:26:00,2025-06-26 15:37:00,2025-06-26 16:16:00,SOLVED,Replacement sent,App,Moon Chicken,Platform,Bintaro,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0311,2025-02-06 18:24:00,2025-02-06 18:31:00,2025-02-06 21:19:00,SOLVED,Refund,App,Ayam Koplo,Platform,BSD,Rasa tidak sesuai,Keasinan,QC
CMP-0312,2025-06-05 15:06:00,2025-06-05 15:12:00,2025-06-05 15:45:00,SOLVED,Misunderstanding clarified,Feedback,San Gyu,Take Away,Tebet,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0313,2025-06-09 20:37:00,2025-06-09 21:02:00,,HANDLING,In progress,Feedback,Bude Sari,Phone,Kemang,Order tidak lengkap,Item kurang,Cashier
CMP-0314,2025-05-08 11:59:00,2025-05-08 12:04:00,2025-05-08 13:48:00,SOLVED,Forgiven,Whatsapp,Ayam Koplo,Take Away,Kemang,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0315,2025-04-07 12:15:00,2025-04-07 12:27:00,2025-04-07 14:43:00,SOLVED,Forgiven,Social Media,Ayam Koplo,Take Away,Kemang,Packaging issue,Kemasan rusak,Checker
CMP-0316,2025-05-06 21:55:00,2025-05-06 22:21:00,2025-05-06 22:21:00,SOLVED,Refund,Whatsapp,Ayam Koplo,Phone,BSD,Order tidak lengkap,Item kurang,Checker
CMP-0317,2025-01-30 19:20:00,2025-01-30 19:29:00,2025-01-30 20:31:00,SOLVED,Misunderstanding clarified,Whatsapp,Bude Sari,Phone,Pamulang,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0318,2025-02-22 17:40:00,2025-02-22 17:41:00,2025-02-22 18:50:00,EXPIRED,No response,Feedback,Dari Pada,Take Away,Pamulang,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0319,2025-03-17 09:54:00,2025-03-17 10:01:00,2025-03-17 10:13:00,SOLVED,Replacement sent,App,San Gyu,Take Away,BSD,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0320,2025-06-05 12:09:00,2025-06-05 12:14:00,,VALIDATING,Missing proof,Social Media,Moon Chicken,Take Away,Pluit,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0321,2025-05-01 14:20:00,2025-05-01 14:33:00,2025-05-01 15:21:00,SOLVED,Forgiven,Feedback,Bude Sari,Phone,Bintaro,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0322,2025-03-10 18:36:00,2025-03-10 18:42:00,,VALIDATING,Missing proof,Social Media,Moon Chicken,App,Cibubur,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0323,2025-03-26 15:34:00,2025-03-26 15:36:00,2025-03-26 20:35:00,EXPIRED,No response,Social Media,San Gyu,App,Kemang,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0324,2025-06-12 12:22:00,2025-06-12 12:25:00,2025-06-12 15:03:00,SOLVED,Refund,App,San Gyu,Take Away,Bintaro,Tekstur tidak sesuai,Keras,Kitchen
CMP-0325,2025-05-10 20:18:00,2025-05-10 20:21:00,2025-05-10 23:49:00,SOLVED,Replacement sent,Social Media,Ayam Koplo,Platform,Tebet,Rasa tidak sesuai,Basi,QC
CMP-0326,2025-05-31 18:05:00,2025-05-31 18:13:00,2025-05-31 22:12:00,SOLVED,Replacement sent,App,Moon Chicken,App,Bintaro,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0327,2025-03-11 17:46:00,2025-03-11 17:58:00,2025-03-11 17:58:00,SOLVED,Misunderstanding clarified,Whatsapp,Bude Sari,Platform,Cikini,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0328,2025-02-06 11:46:00,2025-02-06 11:49:00,2025-02-06 14:35:00,SOLVED,Replacement sent,Whatsapp,Ayam Koplo,Platform,Pluit,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0329,2025-03-02 21:54:00,2025-03-02 22:15:00,2025-03-02 22:53:00,SOLVED,Replacement sent,App,Ayam Koplo,Platform,Cikini,Order tidak lengkap,Side dish tidak ada,QC
CMP-0330,2025-01-10 19:18:00,2025-01-10 19:49:00,2025-01-10 20:14:00,EXPIRED,No response,Social Media,Ayam Koplo,Platform,Tebet,Tekstur tidak sesuai,Keras,Kitchen
CMP-0331,2025-04-25 13:10:00,2025-04-25 13:20:00,,VALIDATING,Missing proof,Feedback,Ayam Koplo,Take Away,Pamulang,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0332,2025-01-15 13:51:00,2025-01-15 13:59:00,2025-01-15 17:48:00,SOLVED,Replacement sent,Whatsapp,San Gyu,App,Kemang,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0333,2025-02-27 20:17:00,2025-02-27 20:25:00,2025-02-27 21:12:00,SOLVED,Misunderstanding clarified,Feedback,Moon Chicken,Platform,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0334,2025-04-17 20:44:00,2025-04-17 20:47:00,2025-04-17 21:25:00,SOLVED,Replacement sent,Whatsapp,Moon Chicken,Platform,Pluit,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0335,2025-04-25 13:58:00,2025-04-25 14:01:00,2025-04-25 15:32:00,SOLVED,Replacement sent,App,Dari Pada,App,Cibubur,Rasa tidak sesuai,Keasinan,QC
CMP-0336,2025-03-24 13:05:00,2025-03-24 13:16:00,,VALIDATING,Missing proof,Social Media,Ayam Koplo,App,Pamulang,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0337,2025-02-03 10:33:00,2025-02-03 10:36:00,2025-02-03 10:57:00,EXPIRED,No response,Social Media,Ayam Koplo,Platform,Pluit,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,AM
CMP-0338,2025-06-14 18:39:00,2025-06-14 18:43:00,2025-06-14 20:45:00,SOLVED,Replacement sent,Feedback,San Gyu,Take Away,Bintaro,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0339,2025-06-03 12:09:00,2025-06-03 12:33:00,2025-06-03 15:10:00,SOLVED,Forgiven,Social Media,Dari Pada,Platform,Pamulang,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0340,2025-04-13 21:05:00,2025-04-13 21:17:00,2025-04-13 21:32:00,SOLVED,Refund,Social Media,San Gyu,App,Cibubur,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0341,2025-06-23 13:21:00,2025-06-23 13:27:00,2025-06-23 18:51:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,Take Away,Pamulang,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0342,2025-05-01 10:51:00,2025-05-01 10:55:00,2025-05-01 11:53:00,SOLVED,Refund,Social Media,Bude Sari,App,Tebet,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0343,2025-01-16 20:30:00,2025-01-16 20:37:00,2025-01-16 22:54:00,SOLVED,Misunderstanding clarified,App,San Gyu,Platform,Kemang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0344,2025-06-02 13:21:00,2025-06-02 13:50:00,2025-06-02 13:51:00,SOLVED,Replacement sent,App,Bude Sari,Phone,BSD,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0345,2025-02-22 09:20:00,2025-02-22 09:23:00,2025-02-22 10:47:00,SOLVED,Misunderstanding clarified,App,San Gyu,App,Tebet,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0346,2025-02-01 13:03:00,2025-02-01 13:08:00,2025-02-01 14:54:00,SOLVED,Refund,Feedback,Bude Sari,Take Away,Pamulang,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0347,2025-05-14 18:23:00,2025-05-14 18:29:00,2025-05-14 21:18:00,EXPIRED,No response,Feedback,San Gyu,Phone,Cibubur,Packaging issue,Label tidak sesuai,Cashier
CMP-0348,2025-01-27 13:26:00,2025-01-27 13:36:00,2025-01-27 16:04:00,SOLVED,Forgiven,Feedback,Moon Chicken,App,Pamulang,Tech issue,Voucher error,Tech Team
CMP-0349,2025-06-29 14:56:00,2025-06-29 14:58:00,2025-06-29 15:48:00,SOLVED,Misunderstanding clarified,Feedback,Ayam Koplo,Platform,Tebet,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0350,2025-06-08 21:13:00,2025-06-08 21:15:00,,VALIDATING,Missing proof,Social Media,Moon Chicken,App,Cikini,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0351,2025-01-01 11:45:00,2025-01-01 11:50:00,,HANDLING,In progress,Social Media,Dari Pada,Phone,Cibubur,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0352,2025-02-26 14:28:00,2025-02-26 14:36:00,2025-02-26 15:07:00,EXPIRED,No response,Feedback,Moon Chicken,App,Cibubur,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0353,2025-02-13 20:14:00,2025-02-13 20:18:00,2025-02-13 22:29:00,SOLVED,Refund,Feedback,San Gyu,Platform,Pluit,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0354,2025-03-23 18:40:00,2025-03-23 19:04:00,2025-03-23 19:04:00,SOLVED,Refund,Feedback,San Gyu,App,Cibubur,Tekstur tidak sesuai,Kurang crispy,Kitchen
CMP-0355,2025-01-18 12:01:00,2025-01-18 12:30:00,2025-01-18 13:47:00,SOLVED,Misunderstanding clarified,Feedback,Moon Chicken,Platform,Bintaro,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0356,2025-03-28 15:21:00,2025-03-28 15:25:00,2025-03-28 20:05:00,EXPIRED,No response,Whatsapp,Moon Chicken,Platform,Kemang,Rasa tidak sesuai,Terlalu manis,QC
CMP-0357,2025-01-02 10:00:00,2025-01-02 10:21:00,2025-01-02 10:21:00,SOLVED,Forgiven,Whatsapp,Ayam Koplo,Phone,Pamulang,Packaging issue,Kemasan bocor,QC
CMP-0358,2025-03-13 13:37:00,2025-03-13 13:42:00,2025-03-13 17:20:00,SOLVED,Forgiven,Feedback,Ayam Koplo,Platform,Pamulang,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0359,2025-04-02 15:50:00,2025-04-02 15:57:00,,HANDLING,In progress,Feedback,Ayam Koplo,Phone,Cikini,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0360,2025-06-12 11:04:00,2025-06-12 11:17:00,2025-06-12 14:54:00,SOLVED,Refund,App,San Gyu,Take Away,BSD,Tech issue,Voucher error,Tech Team
CMP-0361,2025-03-16 20:28:00,2025-03-16 20:33:00,2025-03-16 21:23:00,SOLVED,Refund,Feedback,Bude Sari,Phone,Cibubur,Rasa tidak sesuai,Basi,QC
CMP-0362,2025-02-08 10:42:00,2025-02-08 10:51:00,2025-02-08 12:36:00,SOLVED,Refund,App,Dari Pada,Phone,Bintaro,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0363,2025-06-15 18:43:00,2025-06-15 18:55:00,2025-06-15 19:39:00,EXPIRED,No response,App,Dari Pada,Take Away,BSD,Rasa tidak sesuai,Kurang rasa,QC
CMP-0364,2025-02-09 13:18:00,2025-02-09 13:23:00,2025-02-09 15:46:00,SOLVED,Replacement sent,App,Moon Chicken,App,Kemang,Rasa tidak sesuai,Terlalu manis,QC
CMP-0365,2025-04-06 13:08:00,2025-04-06 13:14:00,,VALIDATING,Missing proof,Whatsapp,Moon Chicken,Platform,Bintaro,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0366,2025-03-22 21:55:00,2025-03-22 22:01:00,2025-03-23 06:01:00,SOLVED,Forgiven,App,Bude Sari,Take Away,BSD,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0367,2025-04-15 15:57:00,2025-04-15 15:58:00,2025-04-15 19:34:00,SOLVED,Misunderstanding clarified,Feedback,Moon Chicken,App,Bintaro,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0368,2025-02-19 17:01:00,2025-02-19 17:14:00,2025-02-19 18:35:00,SOLVED,Misunderstanding clarified,App,San Gyu,App,BSD,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0369,2025-02-02 09:49:00,2025-02-02 10:14:00,,HANDLING,In progress,Social Media,San Gyu,Take Away,Kemang,Rasa tidak sesuai,Kurang rasa,QC
CMP-0370,2025-06-12 17:33:00,2025-06-12 17:40:00,2025-06-12 18:31:00,SOLVED,Forgiven,Feedback,Moon Chicken,Take Away,Tebet,Waktu pengiriman terlalu lama,Order menunggu terlalu lama,Admin
CMP-0371,2025-05-23 13:45:00,2025-05-23 13:59:00,2025-05-23 14:35:00,SOLVED,Refund,Feedback,Dari Pada,Take Away,Kemang,Rasa tidak sesuai,Kurang rasa,QC
CMP-0372,2025-03-11 13:03:00,2025-03-11 13:05:00,2025-03-11 16:08:00,SOLVED,Replacement sent,Feedback,Dari Pada,Platform,Kemang,Rasa tidak sesuai,Keasinan,Checker
CMP-0373,2025-04-14 14:08:00,2025-04-14 14:16:00,2025-04-14 17:46:00,SOLVED,Replacement sent,App,Bude Sari,Phone,Cikini,Order tidak lengkap,Item kurang,Checker
CMP-0374,2025-04-17 16:31:00,2025-04-17 16:40:00,2025-04-17 17:24:00,SOLVED,Forgiven,Social Media,Dari Pada,Platform,Bintaro,Packaging issue,Kemasan bocor,AM
CMP-0375,2025-02-25 19:01:00,2025-02-25 19:03:00,2025-02-25 19:41:00,SOLVED,Replacement sent,App,Bude Sari,Phone,Pamulang,Packaging issue,Kemasan bocor,AM
CMP-0376,2025-05-07 14:48:00,2025-05-07 15:00:00,2025-05-07 15:08:00,SOLVED,Refund,Social Media,San Gyu,Take Away,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,Admin
CMP-0377,2025-06-06 12:28:00,2025-06-06 12:31:00,,HANDLING,In progress,Whatsapp,Dari Pada,Platform,Pluit,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0378,2025-06-16 10:38:00,2025-06-16 10:58:00,2025-06-16 11:39:00,SOLVED,Misunderstanding clarified,Feedback,Moon Chicken,Phone,Pluit,Packaging issue,Kemasan rusak,AM
CMP-0379,2025-04-13 17:47:00,2025-04-13 18:11:00,2025-04-13 20:13:00,EXPIRED,No response,App,Ayam Koplo,Take Away,BSD,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0380,2025-04-28 17:06:00,2025-04-28 17:11:00,2025-04-28 18:30:00,SOLVED,Replacement sent,App,San Gyu,App,Cikini,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0381,2025-05-22 12:49:00,2025-05-22 13:05:00,2025-05-22 13:56:00,SOLVED,Replacement sent,Whatsapp,San Gyu,Take Away,Pamulang,Produk tidak sesuai dengan order,Menu tertukar,QC
CMP-0382,2025-04-14 13:19:00,2025-04-14 13:28:00,,VALIDATING,Missing proof,Feedback,Moon Chicken,Phone,Tebet,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0383,2025-01-09 11:07:00,2025-01-09 11:10:00,2025-01-09 11:47:00,SOLVED,Misunderstanding clarified,App,Dari Pada,Phone,Cibubur,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0384,2025-02-19 13:56:00,2025-02-19 14:00:00,2025-02-19 16:35:00,SOLVED,Misunderstanding clarified,Whatsapp,Moon Chicken,Platform,Cikini,Produk tidak sesuai dengan order,Menu tertukar,Checker
CMP-0385,2025-02-14 10:56:00,2025-02-14 11:04:00,2025-02-14 11:45:00,SOLVED,Refund,App,Ayam Koplo,App,Bintaro,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0386,2025-01-20 10:08:00,2025-01-20 10:16:00,2025-01-20 10:53:00,SOLVED,Forgiven,Feedback,Moon Chicken,Phone,Kemang,Tech issue,App error,Tech Team
CMP-0387,2025-06-11 17:23:00,2025-06-11 17:30:00,2025-06-11 21:01:00,SOLVED,Misunderstanding clarified,Whatsapp,Bude Sari,Take Away,Kemang,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0388,2025-05-29 14:23:00,2025-05-29 14:31:00,2025-05-29 16:23:00,SOLVED,Replacement sent,Feedback,Bude Sari,Platform,Pamulang,Order tidak lengkap,Item kurang,Checker
CMP-0389,2025-05-01 21:56:00,2025-05-01 21:59:00,2025-05-01 22:52:00,EXPIRED,No response,Social Media,Moon Chicken,Platform,BSD,Packaging issue,Label tidak sesuai,AM
CMP-0390,2025-03-20 18:16:00,2025-03-20 18:23:00,2025-03-20 20:02:00,SOLVED,Replacement sent,Whatsapp,Dari Pada,Phone,BSD,Porsi tidak sesuai,Ukuran tidak sesuai,Kitchen
CMP-0391,2025-02-07 14:28:00,2025-02-07 14:32:00,2025-02-07 18:22:00,SOLVED,Misunderstanding clarified,App,Ayam Koplo,Take Away,Kemang,Order tidak lengkap,Minuman tidak ada,Checker
CMP-0392,2025-01-26 13:13:00,2025-01-26 13:25:00,,HANDLING,In progress,Social Media,Dari Pada,App,BSD,Tech issue,App error,Tech Team
CMP-0393,2025-05-07 09:53:00,2025-05-07 09:59:00,2025-05-07 09:59:00,SOLVED,Replacement sent,Feedback,Ayam Koplo,Platform,Kemang,Rasa tidak sesuai,Keasinan,AM
CMP-0394,2025-05-10 21:48:00,2025-05-10 22:01:00,2025-05-10 23:56:00,EXPIRED,No response,App,Bude Sari,App,Tebet,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0395,2025-03-25 11:12:00,2025-03-25 11:17:00,2025-03-25 12:31:00,EXPIRED,No response,App,San Gyu,Phone,BSD,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0396,2025-06-28 09:20:00,2025-06-28 09:23:00,2025-06-28 12:46:00,SOLVED,Replacement sent,Whatsapp,Ayam Koplo,Take Away,Pamulang,Rasa tidak sesuai,Terlalu manis,QC
CMP-0397,2025-02-16 11:45:00,2025-02-16 11:49:00,2025-02-16 20:48:00,SOLVED,Forgiven,Whatsapp,Moon Chicken,Phone,Kemang,Porsi tidak sesuai,Porsi terlalu sedikit,AM
CMP-0398,2025-03-29 12:25:00,2025-03-29 12:34:00,2025-03-29 12:53:00,SOLVED,Misunderstanding clarified,Social Media,Dari Pada,Phone,BSD,Porsi tidak sesuai,Ukuran tidak sesuai,AM
CMP-0399,2025-02-24 16:27:00,2025-02-24 16:31:00,2025-02-24 16:48:00,SOLVED,Forgiven,App,Bude Sari,Phone,Pamulang,Produk tidak sesuai dengan order,Varian salah,Checker
CMP-0400,2025-03-01 17:34:00,2025-03-01 17:41:00,2025-03-01 18:33:00,SOLVED,Replacement sent,App,Dari Pada,Platform,BSD,Tekstur tidak sesuai,Daging kering,Kitchen
CMP-0401,2025-03-20 16:00:00,2025-03-20 16:01:00,2025-03-20 19:27:00,SOLVED,Refund,Feedback,San Gyu,Phone,Cikini,Tekstur tidak sesuai,Dingin/tidak fresh,Kitchen
CMP-0402,2025-04-16 21:06:00,2025-04-16 21:13:00,2025-04-17 00:18:00,SOLVED,Refund,Social Media,San Gyu,App,Cibubur,Order tidak lengkap,Side dish tidak ada,Checker
CMP-0403,2025-04-17 15:20:00,2025-04-17 15:25:00,2025-04-17 17:31:00,SOLVED,Refund,Feedback,Bude Sari,Platform,Cikini,Tech issue,Voucher error,Tech Team
CMP-0404,2025-05-19 16:16:00,2025-05-19 16:24:00,2025-05-19 20:56:00,SOLVED,Misunderstanding clarified,Social Media,San Gyu,Phone,BSD,Produk tidak sesuai dengan order,Menu tertukar,QC
CMP-0405,2025-05-08 14:05:00,2025-05-08 14:16:00,2025-05-08 14:49:00,SOLVED,Misunderstanding clarified,Whatsapp,Dari Pada,Platform,BSD,Tech issue,Pembayaran gagal,Tech Team
CMP-0406,2025-05-22 14:32:00,2025-05-22 14:40:00,2025-05-22 17:47:00,SOLVED,Forgiven,Whatsapp,Ayam Koplo,Platform,Tebet,Waktu pengiriman terlalu lama,Driver delay,Admin
CMP-0407,2025-04-30 12:05:00,2025-04-30 12:16:00,2025-04-30 12:50:00,SOLVED,Refund,App,Bude Sari,Phone,Cikini,Tekstur tidak sesuai,Keras,Kitchen
